Subject_ITA                                                       , Subject                                                        , Sigla           , Cat, Sub_Cat, Class, Sub_Class, Sub_Class-1, Iconclass                     , Ordinare, Cluster, Section        , Getty    , Getty_2
Bianco                                                            , Blank                                                          , Blank           ,   0,      00, 00B  ,          , 00B        , 00B                           , 00B     , 1_5    , Blank          ,          ,          
Copertina                                                         , Cover                                                          , Cover           ,   0,      00, 00C  ,          , 00C        , 00C                           , 00C     , 1_4    , Cover          ,          ,          
La_Trinità                                                        , The_Holy_Trinity                                               , Tri             ,   1,      11, 11B  ,          , 11B        , 11B                           , 11B     , 3_6    , HolyFig-1      , 901001209,          
Dio_Padre                                                         , God_the_Father                                                 , G               ,   1,      11, 11C  ,          , 11C        , 11C                           , 11C     , 3_6    , HolyFig-1      , 901000593,          
Croce                                                             , Cross                                                          , Cro             ,   1,      11, 11D  ,         1, 11D1       , 11D12                         , 11D1    , 3_3    , HolyFig-2      , 901001152,          
Agnus_Dei                                                         , Agnus_Dei                                                      , HLamb           ,   1,      11, 11D  ,         1, 11D1       , 11D1311                       , 11D1    , 3_3    , HolyFig-2      , 901001026,          
Cristo_come_bambino                                               , Christ_as_child                                                , C(Child)        ,   1,      11, 11D  ,         2, 11D2       , 11D2                          , 11D2    , 3_2    , Christ         , 901001162,          
Cristo_come_adulto                                                , Chist_as_adult                                                 , C               ,   1,      11, 11D  ,         3, 11D3       , 11D3                          , 11D3    , 3_2    , Christ         , 901000087,          
Ritratti_di_Cristo                                                , Portraits_of_Christ                                            , Port(C)         ,   1,      11, 11D  ,         3, 11D3       , 11D31                         , 11D3    , 3_2    , Christ         ,          ,          
Sudarium_Veronica                                                 , Sudarium_Veronica                                              , VeilV           ,   1,      11, 11D  ,         3, 11D3       , 11D312                        , 11D312  , 3_3    , HolyFig-2      , 901000529,          
Salvator_Mundi                                                    , Salvator_Mundi                                                 , SalMun          ,   1,      11, 11D  ,         3, 11D3       , 11D324                        , 11D3    , 3_2    , Christ         , 901000584,          
Cristo_adulto_con_Maria_Vergine                                   , Adult_Christ_with_Mary                                         , C(M)            ,   1,      11, 11D  ,         3, 11D3       , 11D331                        , 11D3    , 3_2    , Christ         ,          ,          
Cristo_adulto_con_angeli                                          , Adult_Christ_with_angels                                       , C(A)            ,   1,      11, 11D  ,         3, 11D3       , 11D332                        , 11D3    , 3_2    , Christ         ,          ,          
Cristo_adulto_con_diavolo_creature_demoniache                     , Adult_Christ_devils_and_demonic_creatures                      , C(Dev)          ,   1,      11, 11D  ,         3, 11D3       , 11D333                        , 11D3    , 3_2    , Christ         ,          ,          
Cristo_adulto_con_santi                                           , Adult_Christ_with_saints                                       , C(S)            ,   1,      11, 11D  ,         3, 11D3       , 11D334                        , 11D3    , 3_2    , Christ         ,          ,          
Cristo_adulto_con_santi                                           , Adult_Christ_with_saints                                       , C(Tet)          ,   1,      11, 11D  ,         3, 11D3       , 11D334                        , 11D3    , 3_2    , Christ         ,          ,          
Cristo_adulto_con_figure_di_mortali                               , adult_Christ_together_with_mortals                             , C(mortal)       ,   1,      11, 11D  ,         3, 11D3       , 11D335                        , 11D3    , 3_2    , Christ         ,          ,          
Cristo_in_trionfo_ovvero_Cristo_sul_carro_trionfale               , triumphant_Christ_on_triumphal_chariot                         , C(triumph)      ,   1,      11, 11D  ,         3, 11D3       , 11D336                        , 11D3    , 3_2    , Christ         ,          ,          
Anticristo                                                        , Antichrist                                                     , AntC            ,   1,      11, 11D  ,         9, 11D9       , 11D9                          , 11D9    , 2_5    , AngelDevil     ,          ,          
Spirito_Santo_come_colomba                                        , The_Holy_Ghost_as_Dove                                         , HS              ,   1,      11, 11E  ,         1, 11E1       , 11E1                          , 11E     , 3_6    , HolyFig-1      , 901000451,          
Spirito_Santo_come_fiamme                                         , Holy_Ghost_as_flames                                           , HS(flame)       ,   1,      11, 11E  ,         2, 11E2       , 11E2                          , 11E     , 3_6    , HolyFig-1      ,          ,          
Maria_Vergine                                                     , Virgin_Mary                                                    , M               ,   1,      11, 11F  ,         2, 11F2       , 11F2                          , 11F2    , 3_1    , Mary           , 901000032,          
Maria_con_altri                                                   , Mary_with_other                                                , M(A)            ,   1,      11, 11F  ,         3, 11F3       , 11F3                          , 11F3    , 3_1    , Mary           ,          ,          
Maria_con_altri                                                   , Mary_with_other                                                , M(S)            ,   1,      11, 11F  ,         3, 11F3       , 11F3                          , 11F3    , 3_1    , Mary           ,          ,          
Maria_con_altri                                                   , Mary_with_other                                                , M(San)          ,   1,      11, 11F  ,         3, 11F3       , 11F3                          , 11F3    , 3_1    , Mary           ,          ,          
Maria_con_altri                                                   , Mary_with_other                                                , M(SAn-Joac)     ,   1,      11, 11F  ,         3, 11F3       , 11F3                          , 11F3    , 3_1    , Mary           ,          ,          
Maria_con_altri                                                   , Mary_with_other                                                , M(SCat)         ,   1,      11, 11F  ,         4, 11F4       , 11F3                          , 11F3    , 3_1    , Mary           ,          ,          
Maria_con_altri                                                   , Mary_with_other                                                , M(SJo)          ,   1,      11, 11F  ,         5, 11F5       , 11F3                          , 11F3    , 3_1    , Mary           ,          ,          
Maria_con_Gesù_bambino                                            , Madonna_with_Christ_child                                      , MeB             ,   1,      11, 11F  ,         4, 11F4       , 11F4                          , 11F4    , 3_4    , MaryChild      , 901000052,          
Madonna_con_Bambino_e_angeli                                      , Madonna_with_Christ_child_and_angels                           , MeB(A)          ,   1,      11, 11F  ,         4, 11F4       , 11F4                          , 11F4    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_e_santi                                       , Madonna_with_Christ_child_and_saints                           , MeB(J)          ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_e_santi                                       , Madonna_with_Christ_child_and_saints                           , MeB(S)          ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_e_santi                                       , Madonna_with_Christ_child_and_saints                           , MeB(J-S)        ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_e_santi                                       , Madonna_with_Christ_child_and_saints                           , MeB(J-SAn)      ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_e_santi                                       , Madonna_with_Christ_child_and_saints                           , MeB(J-SEli)     ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_e_santi                                       , Madonna_with_Christ_child_and_saints                           , MeB(SAn)        ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_e_santi                                       , Madonna_with_Christ_child_and_saints                           , MeB(SCat)       ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_e_santi                                       , Madonna_with_Christ_child_and_saints                           , MeB(SFra)       ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_santi_e_angeli                                , Madonna_with_Christ_child_saints_and_angels                    , MeB(S-A)        ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_santi_e_angeli                                , Madonna_with_Christ_child_saints_and_angels                    , MeB(SAn-A)      ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_santi_e_angeli                                , Madonna_with_Christ_child_saints_and_angels                    , MeB(SFra-A)     ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_santi_e_angeli                                , Madonna_with_Christ_child_saints_and_angels                    , MeB(J-S-A)      ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Madonna_con_Bambino_santi_e_angeli                                , Madonna_with_Christ_child_saints_and_angels                    , MeB(J-A)        ,   1,      11, 11F  ,         6, 11F6       , 11F61                         , 11F6    , 3_4    , MaryChild      ,          ,          
Trasporto_della_Santa_Casa_di_Loreto                              , Trasport_Holy_House_of_Loreto                                  , Loreto          ,   1,      11, 11F  ,         8, 11F8       , 11F834                        , 11F8    , 3_3    , HolyFig-2      , 901000527,          
Angeli                                                            , Angels                                                         , A               ,   1,      11, 11G  ,          , 11G        , 11G                           , 11G     , 2_5    , AngelDevil     ,          ,          
Angeli                                                            , Angels                                                         , A(Host)         ,   1,      11, 11G  ,          , 11G        , 11G                           , 11G     , 2_5    , AngelDevil     ,          ,          
San_Michele_Arcangelo                                             , Saint_Michael_Archangel                                        , S(Mic)          ,   1,      11, 11G  ,         1, 11G1       , 11G183                        , 11G     , 2_5    , AngelDevil     , 901001176,          
San_Gabriele_Arcangelo                                            , Saint_Gabriel_Archangel                                        , S(Gab)          ,   1,      11, 11G  ,         1, 11G1       , 11G184                        , 11G     , 2_5    , AngelDevil     , 901000493,          
San_Raffaele_arcangelo                                            , Archangel_Raphael                                              , S(Raf)          ,   1,      11, 11G  ,         1, 11G1       , 11G185                        , 11G     , 2_5    , AngelDevil     , 901000444,          
Leggenda_di_San_Michele                                           , Legend_of_Saint_Michael                                        , S(Mic)sto       ,   1,      11, 11G  ,         3, 11G3       , 11G32                         , 11G     , 2_5    , AngelDevil     , 901001173,          
Caduta_degli_angeli_ribelli                                       , Fall_of_the_rebel_angels                                       , FallA           ,   1,      11, 11G  ,         3, 11G3       , 11G33                         , 11G     , 2_5    , AngelDevil     , 901002604,          
Angeli_combattenti_contro_altre_potenze_del_male                  , Angels_fighting_against_evil_powers                            , A(Dev)          ,   1,      11, 11G  ,         3, 11G3       , 11G34                         , 11G     , 2_5    , AngelDevil     ,          ,          
Santi                                                             , Saints                                                         , S               ,   1,      11, 11H  ,          , 11H        , 11H                           , 11H     , 2_1    , Saint          ,          ,          
Santi_uomini                                                      , Male_Saint                                                     , S(M)            ,   1,      11, 11H  ,          , 11H        , 11H                           , 11H     , 2_1    , Saint          ,          ,          
Sant_Alcuino_di_York                                              , Saint_Alcuin                                                   , S(Alc)          ,   1,      11, 11H  ,          , 11H        , 11H(ALCUIN)                   , 11H     , 2_1    , Saint          ,          ,          
Sant_Andrea                                                       , Saint_Andrew                                                   , S(And)          ,   1,      11, 11H  ,          , 11H        , 11H(ANDREW)                   , 11H     , 2_1    , Saint          , 901001059,          
Sant_Adriano                                                      , Saint_Adrian                                                   , S(Adr)          ,   1,      11, 11H  ,          , 11H        , 11H(ADRIAN)                   , 11H     , 2_1    , Saint          ,          ,          
Sant_Alberto_do_Lovanio                                           , Saint_Albert_of_Lovanio                                        , S(AlbL)         ,   1,      11, 11H  ,          , 11H        , 11H(ALBERT_OF_LOVANIO)        , 11H     , 2_1    , Saint          ,          ,          
Sant_Ambrogio                                                     , Saint_Ambrose                                                  , S(Amb)          ,   1,      11, 11H  ,          , 11H        , 11H(AMBROSE)                  , 11H     , 2_1    , Saint          ,          ,          
Sant_Antonio_Abate                                                , Saint_Antony_Abbot                                             , S(AntA)         ,   1,      11, 11H  ,          , 11H        , 11H(ANTONY_ABBOT)             , 11H     , 2_1    , Saint          , 901001255,          
Sant_Antonio_da_Padova                                            , Saint_Antony_of_Padua                                          , S(AntP)         ,   1,      11, 11H  ,          , 11H        , 11H(ANTONY_OF_PADUA)          , 11H     , 2_1    , Saint          ,          ,          
Sant_Agostino                                                     , Saint_Augustine                                                , S(Aug)          ,   1,      11, 11H  ,          , 11H        , 11H(AUGUSTINE)                , 11H     , 2_1    , Saint          ,          ,          
San_Barnaba                                                       , Saint_Barnabas                                                 , S(Barn)         ,   1,      11, 11H  ,          , 11H        , 11H(BARNABAS)                 , 11H     , 2_1    , Saint          , 901001249,          
San_Bartolomeo                                                    , Saint_Bartholomew                                              , S(Brt)          ,   1,      11, 11H  ,          , 11H        , 11H(BARTHOLOMEW)              , 11H     , 2_1    , Saint          , 901001009,          
San_Basilio                                                       , Saint_Basil                                                    , S(Bas)          ,   1,      11, 11H  ,          , 11H        , 11H(BASIL)                    , 11H     , 2_1    , Saint          ,          ,          
San_Biagio                                                        , Saint_Blaise                                                   , S(Bla)          ,   1,      11, 11H  ,          , 11H        , 11H(BLAISE)                   , 11H     , 2_1    , Saint          ,          ,          
San_Benedetto                                                     , Saint_Benedict                                                 , S(Ben)          ,   1,      11, 11H  ,          , 11H        , 11H(BENEDICT)                 , 11H     , 2_1    , Saint          ,          ,          
San_Bernardo                                                      , Saint_Bernand                                                  , S(Ber)          ,   1,      11, 11H  ,          , 11H        , 11H(BERNARD)                  , 11H     , 2_1    , Saint          ,          ,          
San_Bernardino                                                    , Saint_Bernardino                                               , S(Bern)         ,   1,      11, 11H  ,          , 11H        , 11H(BERNARDINO)               , 11H     , 2_1    , Saint          ,          ,          
San_Bonaventura                                                   , Saint_Bonaventura                                              , S(Bona)         ,   1,      11, 11H  ,          , 11H        , 11H(BONAVENTURA)              , 11H     , 2_1    , Saint          ,          ,          
San_Bonifacio                                                     , Saint_Boniface                                                 , S(Bon)          ,   1,      11, 11H  ,          , 11H        , 11H(BONIFACE)                 , 11H     , 2_1    , Saint          ,          ,          
San_Celso                                                         , Saint_Celsus                                                   , S(Cel)          ,   1,      11, 11H  ,          , 11H        , 11H(CELSUS)                   , 11H     , 2_1    , Saint          ,          ,          
San_Cristoforo                                                    , Saint_Christopher                                              , S(Chr)          ,   1,      11, 11H  ,          , 11H        , 11H(CHRISTOPHER)              , 11H     , 2_1    , Saint          , 901000586,          
San_Claudio                                                       , Saint_Claudius                                                 , S(Cla)          ,   1,      11, 11H  ,          , 11H        , 11H(CLAUDIUS)                 , 11H     , 2_1    , Saint          ,          ,          
San_Clemente                                                      , Saint_Clement                                                  , S(Cle)          ,   1,      11, 11H  ,          , 11H        , 11H(CLEMENT)                  , 11H     , 2_1    , Saint          ,          ,          
Cosma_e_Damiano                                                   , Cosma_and_Damian                                               , S(CosDam)       ,   1,      11, 11H  ,          , 11H        , 11H(COSMA_and_DAMIAN)         , 11H     , 2_1    , Saint          ,          ,          
San_Dionigi                                                       , Saint_Denis                                                    , S(Den)          ,   1,      11, 11H  ,          , 11H        , 11H(DENIS)                    , 11H     , 2_1    , Saint          ,          ,          
San_Diego                                                         , Saint_Didacus                                                  , S(Didacus)      ,   1,      11, 11H  ,          , 11H        , 11H(DIDACUS)                  , 11H     , 2_1    , Saint          ,          ,          
San_Dionigi                                                       , Saint_Dionysius                                                , S(Dio)          ,   1,      11, 11H  ,          , 11H        , 11H(DIONYSIUS)                , 11H     , 2_1    , Saint          ,          ,          
San_Domenico                                                      , Saint_Domenic                                                  , S(Dom)          ,   1,      11, 11H  ,          , 11H        , 11H(DOMINIC)                  , 11H     , 2_1    , Saint          ,          ,          
Sant_Egidio                                                       , Saint_Giles                                                    , S(Egi)          ,   1,      11, 11H  ,          , 11H        , 11H(GILES)                    , 11H     , 2_1    , Saint          ,          ,          
Sant_Eligio                                                       , Saint_Eligio                                                   , S(Elig)         ,   1,      11, 11H  ,          , 11H        , 11H(ELIGIO)                   , 11H     , 2_1    , Saint          ,          ,          
Sant_Elzear                                                       , Saint_Elzear                                                   , S(Elzear)       ,   1,      11, 11H  ,          , 11H        , 11H(ELZEAR)                   , 11H     , 2_1    , Saint          ,          ,          
Sant_Erasmo                                                       , Saint_Erasmus                                                  , S(Era)          ,   1,      11, 11H  ,          , 11H        , 11H(ERASMUS)                  , 11H     , 2_1    , Saint          ,          ,          
Sant_Eustachio                                                    , Saint_Eustace                                                  , S(Eus)          ,   1,      11, 11H  ,          , 11H        , 11H(EUSTACE)                  , 11H     , 2_1    , Saint          ,          ,          
Sant_Eutropio                                                     , Saint_Eutrope                                                  , S(Eut)          ,   1,      11, 11H  ,          , 11H        , 11H(EUTROPE)                  , 11H     , 2_1    , Saint          ,          ,          
San_Fiacre                                                        , Saint_Fiacre                                                   , S(Fia)          ,   1,      11, 11H  ,          , 11H        , 11H(FIACRE)                   , 11H     , 2_1    , Saint          ,          ,          
San_Firmino                                                       , Saint_Firmin                                                   , S(Firmin)       ,   1,      11, 11H  ,          , 11H        , 11H(FIRMIN)                   , 11H     , 2_1    , Saint          ,          ,          
San_Francesco                                                     , Saint_Francis                                                  , S(Fra)          ,   1,      11, 11H  ,          , 11H        , 11H(FRANCIS)                  , 11H     , 2_1    , Saint          , 500349636,          
San_Francesco_di_Paola                                            , Saint_Francis_of_Paola                                         , S(FraP)         ,   1,      11, 11H  ,          , 11H        , 11H(FRANCIS_OF_PAOLA)         , 11H     , 2_1    , Saint          ,          ,          
San_Francesco_di_Sales                                            , Saint_Francis_of_Sales                                         , S(FraS)         ,   1,      11, 11H  ,          , 11H        , 11H(FRANCIS_OF_SALES)         , 11H     , 2_1    , Saint          ,          ,          
San_Francesco_Saverio                                             , Saint_Francis_Xavier                                           , S(FraX)         ,   1,      11, 11H  ,          , 11H        , 11H(FRANCIS_XAVIER)           , 11H     , 2_1    , Saint          ,          ,          
San_Federico                                                      , Saint_Frederick                                                , S(Fred)         ,   1,      11, 11H  ,          , 11H        , 11H(FREDERICK)                , 11H     , 2_1    , Saint          ,          ,          
San_Giacomo_il_Maggiore                                           , Saint_James_the_Great                                          , S(JaG)          ,   1,      11, 11H  ,          , 11H        , 11H(JAMES_THE_GREAT)          , 11H     , 2_1    , Saint          , 901000049,          
San_Giacomo_il_Minore                                             , Saint_James_the_Less                                           , S(JaL)          ,   1,      11, 11H  ,          , 11H        , 11H(JAMES_THE_LESS)           , 11H     , 2_1    , Saint          , 901000050,          
San_Gioacchino                                                    , Saint_Joachim                                                  , Joac            ,   1,      11, 11H  ,          , 11H        , 11H(JOACHIM)                  , 11H     , 2_1    , Saint          , 901000821,          
San_Giorgio                                                       , Saint_George                                                   , S(Geor)         ,   1,      11, 11H  ,          , 11H        , 11H(GEORGE)                   , 11H     , 2_1    , Saint          , 901000509,          
San_Germano                                                       , Saint_Germain                                                  , S(Germ)         ,   1,      11, 11H  ,          , 11H        , 11H(GERMAIN)                  , 11H     , 2_1    , Saint          ,          ,          
San_Gerardo_Sagredo                                               , Saint_Gerardo_Sagredo                                          , S(GerS)         ,   1,      11, 11H  ,          , 11H        , 11H(GERARDO_SAGREDO)          , 11H     , 2_1    , Saint          ,          ,          
Sant_Egidio                                                       , Saint_Giles                                                    , S(Gil)          ,   1,      11, 11H  ,          , 11H        , 11H(GILES)                    , 11H     , 2_1    , Saint          ,          ,          
San_Gregorio                                                      , Saint_Gregory                                                  , S(Gre)          ,   1,      11, 11H  ,          , 11H        , 11H(GREGORY)                  , 11H     , 2_1    , Saint          , 500062911,          
Messa_di_San_Gregorio                                             , Mass_of_Saint_Gregory                                          , Mes(SGre)       ,   1,      11, 11H  ,          , 11H        , 11H(GREGORY)51                , 11H     , 2_1    , Saint          ,          ,          
Sant_Ippolito                                                     , Saint_Hippolytus                                               , S(Hip)          ,   1,      11, 11H  ,          , 11H        , 11H(HIPPOLYTUS)               , 11H     , 2_1    , Saint          ,          ,          
Sant_Uberto_di_Liegi                                              , Saint_Hubert_of_Liege                                          , S(Hub)          ,   1,      11, 11H  ,          , 11H        , 11H(HUBERT)                   , 11H     , 2_1    , Saint          ,          ,          
Sant_Ignazio_di_Loyola                                            , Saint_Ignatius_of_Loyola                                       , S(Ign)          ,   1,      11, 11H  ,          , 11H        , 11H(IGNATIUS_OF_LOYOLA)       , 11H     , 2_1    , Saint          ,          ,          
Sant_Ildefonso                                                    , Saint_Ildefonso                                                , S(Ild)          ,   1,      11, 11H  ,          , 11H        , 11H(ILDEFONSO)                , 11H     , 2_1    , Saint          ,          ,          
Sant_Isidoro                                                      , Saint_Isidore                                                  , S(Is)           ,   1,      11, 11H  ,          , 11H        , 11H(ISIDORE)                  , 11H     , 2_1    , Saint          ,          ,          
Sant_Ivo                                                          , Saint_Ivo                                                      , S(Iv)           ,   1,      11, 11H  ,          , 11H        , 11H(IVO)                      , 11H     , 2_1    , Saint          ,          ,          
San_Girolamo                                                      , Saint_Jerome                                                   , S(Jer)          ,   1,      11, 11H  ,          , 11H        , 11H(JEROME)                   , 11H     , 2_1    , Saint          , 500060933,          
San_Giovanni_Battista                                             , Saint_John_the_Baptist                                         , S(JoB)          ,   1,      11, 11H  ,          , 11H        , 11H(JOHN_THE_BAPTIST)         , 11H     , 2_1    , Saint          , 901001056,          
San_Giovanni_Evangelista                                          , Saint_John_the_Evangelist                                      , S(Jo)           ,   1,      11, 11H  ,          , 11H        , 11H(JOHN)                     , 11H     , 2_1    , Saint          , 901001232,          
San_Giuseppe                                                      , Saint_Joseph                                                   , S(Jos)          ,   1,      11, 11H  ,          , 11H        , 11H(JOSEPH)                   , 11H     , 2_1    , Saint          , 901000953,          
San_Giuseppe_e_Gesù_Bambino                                       , Saint_Joseph_and_Christ_child                                  , S(Jos)C         ,   1,      11, 11H  ,          , 11H        , 11H(JOSEPH)11                 , 11H     , 2_1    , Saint          , 901000953,          
San_Giuseppe_d_Arimatea                                           , Saint_Joseph_of_Arimatea                                       , S(JosA)         ,   1,      11, 11H  ,          , 11H        , 11H(JOSEPH_OF_ARIMATEA)       , 11H     , 2_1    , Saint          , 901000463,          
San_Giuda_Taddeo                                                  , Saint_Jude_Thaddaeus                                           , S(Jud)          ,   1,      11, 11H  ,          , 11H        , 11H(JUDE_THADDAEUS)           , 11H     , 2_1    , Saint          , 901002511,          
San_Giuliano                                                      , Saint_Julian                                                   , S(Jul)          ,   1,      11, 11H  ,          , 11H        , 11H(JULIAN)                   , 11H     , 2_1    , Saint          ,          ,          
San_Lorenzo                                                       , Saint_Laurance                                                 , S(Lau)          ,   1,      11, 11H  ,          , 11H        , 11H(LAURENCE)                 , 11H     , 2_1    , Saint          , 901001055,          
San_Lazzaro                                                       , Saint_Lazarus                                                  , S(Laz)          ,   1,      11, 11H  ,          , 11H        , 11H(LAZARUS)                  , 11H     , 2_1    , Saint          , 901002109,          
San_Leonardo                                                      , Saint_Leonard                                                  , S(Leo)          ,   1,      11, 11H  ,          , 11H        , 11H(LEONARD)                  , 11H     , 2_1    , Saint          ,          ,          
San_Longino                                                       , Saint_Longinum                                                 , S(Lon)          ,   1,      11, 11H  ,          , 11H        , 11H(LONGINUM)                 , 11H     , 2_1    , Saint          ,          ,          
San_Luigi_IX                                                      , Saint_Louis_IX                                                 , S(Lou)          ,   1,      11, 11H  ,          , 11H        , 11H(LOUIS_IX)                 , 11H     , 2_1    , Saint          ,          ,          
San_Luigi_Gonzaga                                                 , Saint_Louis_Gonzaga                                            , S(LouG)         ,   1,      11, 11H  ,          , 11H        , 11H(LOUIS_GONZAGA)            , 11H     , 2_1    , Saint          ,          ,          
San_Ludovico_da_Tolosa                                            , Saint_Louis_of_Tolosa                                          , S(LouT)         ,   1,      11, 11H  ,          , 11H        , 11H(LOUIS_OF_TOULOUSE)        , 11H     , 2_1    , Saint          ,          ,          
San_Luca                                                          , Saint_Luke                                                     , S(Luke)         ,   1,      11, 11H  ,          , 11H        , 11H(LUKE)                     , 11H     , 2_1    , Saint          , 901000471,          
San_Marco                                                         , Saint_Mark                                                     , S(Mark)         ,   1,      11, 11H  ,          , 11H        , 11H(MARK)                     , 11H     , 2_1    , Saint          , 901000495,          
San_Martino                                                       , Saint_Martin                                                   , (SMar)          ,   1,      11, 11H  ,          , 11H        , 11H(MARTIN)                   , 11H     , 2_1    , Saint          , 500357034,          
San_Matteo                                                        , Saint_Matthew                                                  , S(Mat)          ,   1,      11, 11H  ,          , 11H        , 11H(MATTHEW)                  , 11H     , 2_1    , Saint          , 901000497,          
San_Mattia                                                        , Saint_Matthias                                                 , S(Ma)           ,   1,      11, 11H  ,          , 11H        , 11H(MATTHIAS)                 , 11H     , 2_1    , Saint          ,          ,          
San_Mauro                                                         , Saint_Maurus                                                   , S(Mau)          ,   1,      11, 11H  ,          , 11H        , 11H(MAURUS)                   , 11H     , 2_1    , Saint          ,          ,          
San_Nicola                                                        , Saint_Nicholas                                                 , S(Nic)          ,   1,      11, 11H  ,          , 11H        , 11H(NICHOLAS)                 , 11H     , 2_1    , Saint          , 500353854,          
San_Nicola_da_Tolentino                                           , Saint_Nicholas_of_Tolentino                                    , S(NicT)         ,   1,      11, 11H  ,          , 11H        , 11H(NICHOLAS_OF_TOLENTINO)    , 11H     , 2_1    , Saint          ,          ,          
Sant_Onofrio                                                      , Saint_Onouphrius                                               , S(Ono)          ,   1,      11, 11H  ,          , 11H        , 11H(ONOUPHRIUS)               , 11H     , 2_1    , Saint          ,          ,          
San_Paolo                                                         , Saint_Paul                                                     , S(Pa)           ,   1,      11, 11H  ,          , 11H        , 11H(PAUL)                     , 11H     , 2_1    , Saint          , 901001058,          
San_Paolo_Eremita                                                 , Saint_Paul_the_Heremit                                         , S(PaH)          ,   1,      11, 11H  ,          , 11H        , 11H(PAUL_THE_HERMIT)          , 11H     , 2_1    , Saint          , 901000578,          
San_Pietro                                                        , Saint_Peter                                                    , S(Pe)           ,   1,      11, 11H  ,          , 11H        , 11H(PETER)                    , 11H     , 2_1    , Saint          , 901000056,          
San_Pietro_Martire                                                , Saint_Peter_Martyr                                             , S(PeM)          ,   1,      11, 11H  ,          , 11H        , 11H(PETER_MARTYR)             , 11H     , 2_1    , Saint          ,          ,          
San_Filippo                                                       , Saint_Philip                                                   , S(Phi)          ,   1,      11, 11H  ,          , 11H        , 11H(PHILIP)                   , 11H     , 2_1    , Saint          , 901000297,          
San_Filippo_Neri                                                  , Saint_Philip_Neri                                              , S(PhiN)         ,   1,      11, 11H  ,          , 11H        , 11H(PHILIP_NERI)              , 11H     , 2_1    , Saint          ,          ,          
San_Placido                                                       , Saint_Placidus                                                 , S(Pla)          ,   1,      11, 11H  ,          , 11H        , 11H(PLACIDUS)                 , 11H     , 2_1    , Saint          ,          ,          
San_Rocco                                                         , Saint_Roch                                                     , S(Roc)          ,   1,      11, 11H  ,          , 11H        , 11H(ROCH)                     , 11H     , 2_1    , Saint          , 500354631,          
San_Romedio                                                       , Saint_Romedio                                                  , S(Rom)          ,   1,      11, 11H  ,          , 11H        , 11H(ROMEDIO)                  , 11H     , 2_1    , Saint          ,          ,          
San_Sebastiano                                                    , Saint_Sebastian                                                , S(Seb)          ,   1,      11, 11H  ,          , 11H        , 11H(SEBASTIAN)                , 11H     , 2_1    , Saint          , 901000344,          
San_Silvestro_Gozzolini                                           , Saint_Sylvester_Gozzolini                                      , S(SilG)         ,   1,      11, 11H  ,          , 11H        , 11H(SYLVESTER_GOZZOLINI)      , 11H     , 2_1    , Saint          ,          ,          
San_Simone                                                        , Saint_Simon                                                    , S(Sim)          ,   1,      11, 11H  ,          , 11H        , 11H(SIMON)                    , 11H     , 2_1    , Saint          , 901000494,          
San_Stefano                                                       , Saint_Stephen                                                  , S(Ste)          ,   1,      11, 11H  ,          , 11H        , 11H(STEPHEN)                  , 11H     , 2_1    , Saint          , 901001248,          
San_Tommaso                                                       , Saint_Thomas                                                   , S(Tom)          ,   1,      11, 11H  ,          , 11H        , 11H(THOMAS)                   , 11H     , 2_1    , Saint          , 901000557,          
San_Tommaso_Becket                                                , Saint_Thomas_Becket                                            , S(TomB)         ,   1,      11, 11H  ,          , 11H        , 11H(THOMAS_BECKET)            , 11H     , 2_1    , Saint          ,          ,          
San_Tommaso_d_Aquino                                              , Saint_Thomas_of_Aquino                                         , S(TomA)         ,   1,      11, 11H  ,          , 11H        , 11(THOMAS_OF_AQUINO)          , 11H     , 2_1    , Saint          ,          ,          
