Subject_ITA                                                       , Subject                                                        , Sigla           , Cat, Sub_Cat, Class, Sub_Class, Sub_Class-1, Iconclass                     , Ordinare, Cluster, Section        , Getty    , Getty_2
Crio                                                              , Crius                                                          , Crius           ,   9,      91, 91B  ,         1, 91B1       , 91B114                        , 91      , 9_3    , Myth           ,          ,          
Iperione_il_Titano_del_Sole                                       , Hyperion                                                       , Hyperion        ,   9,      91, 91B  ,         1, 91B1       , 91B115                        , 91      , 9_3    , Myth           ,          ,          
Giapeto                                                           , Iapetus                                                        , Iapetus         ,   9,      91, 91B  ,         1, 91B1       , 91B116                        , 91      , 9_3    , Myth           ,          ,          
Titanidi                                                          , Female_Titans                                                  , Titan(F)        ,   9,      91, 91B  ,         1, 91B1       , 91B12                         , 91      , 9_3    , Myth           ,          ,          
Rea                                                               , Rhea                                                           , Rhea            ,   9,      91, 91B  ,         1, 91B1       , 91B121                        , 91      , 9_3    , Myth           ,          ,          
Teti                                                              , Tethys                                                         , Tethys          ,   9,      91, 91B  ,         1, 91B1       , 91B122                        , 91      , 9_3    , Myth           ,          ,          
Febe                                                              , Phoebe                                                         , Phoebe          ,   9,      91, 91B  ,         1, 91B1       , 91B123                        , 91      , 9_3    , Myth           ,          ,          
Tea_Teia                                                          , Thea_Teia                                                      , Thea            ,   9,      91, 91B  ,         1, 91B1       , 91B124                        , 91      , 9_3    , Myth           ,          ,          
Temi                                                              , Themis                                                         , Themis          ,   9,      91, 91B  ,         1, 91B1       , 91B125                        , 91      , 9_3    , Myth           ,          ,          
Mnemosine                                                         , Mnemosyne                                                      , Mnemo           ,   9,      91, 91B  ,         1, 91B1       , 91B126                        , 91      , 9_3    , Myth           ,          ,          
Figli_dei_Titani                                                  , Children_of_Titans                                             , Ctitan          ,   9,      91, 91B  ,         1, 91B1       , 91B13                         , 91      , 9_3    , Myth           ,          ,          
storia_di_Astreo                                                  , Story_of_Astraeus                                              , Astreus         ,   9,      91, 91B  ,         1, 91B1       , 91B131                        , 91      , 9_3    , Myth           ,          ,          
storia_di_Pallante_Titano                                         , Story_of_Pallas                                                , Pallas          ,   9,      91, 91B  ,         1, 91B1       , 91B132                        , 91      , 9_3    , Myth           ,          ,          
Perse                                                             , Perses                                                         , Perses          ,   9,      91, 91B  ,         1, 91B1       , 91B133                        , 91      , 9_3    , Myth           ,          ,          
Asteria                                                           , Asteria                                                        , Asteria         ,   9,      91, 91B  ,         1, 91B1       , 91B134                        , 91      , 9_3    , Myth           ,          ,          
Latona_Leto                                                       , Leto                                                           , Leto            ,   9,      91, 91B  ,         1, 91B1       , 91B135                        , 91      , 9_3    , Myth           ,          ,          
storia_di_Atlante                                                 , Story_of_Atlas                                                 , Atlas           ,   9,      91, 91B  ,         1, 91B1       , 91B136                        , 91      , 9_3    , Myth           ,          ,          
Menezio                                                           , Menoetius                                                      , Menoetius       ,   9,      91, 91B  ,         1, 91B1       , 91B137                        , 91      , 9_3    , Myth           ,          ,          
i_Ciclopi_Bronte_Sterope_Arge_Polifemo                            , the_Cyclopes                                                   , Cyclope         ,   9,      91, 91B  ,         2, 91B2       , 91B2                          , 91      , 9_3    , Myth           ,          ,          
storia_di_Prometeo                                                , Story_of_Prometheus                                            , Prometheus      ,   9,      91, 91E  ,         4, 91E4       , 91E4                          , 91      , 9_3    , Myth           ,          ,          
Epimeteo                                                          , Epimetheus                                                     , Epimetheus      ,   9,      91, 91E  ,         5, 91E5       , 91E5                          , 91      , 9_3    , Myth           ,          ,          
storia_di_Pandora                                                 , story_of_Pandora                                               , Pandora         ,   9,      91, 91E  ,         6, 91E6       , 91E6                          , 91      , 9_3    , Myth           ,          ,          
storia_di_Giove_Zeus                                              , Story_of_Jupiter_Zeus                                          , Jupiter         ,   9,      92, 92B  ,         1, 92B1       , 92B1                          , 92      , 9_3    , Myth           , 901000166, 901000671
Amaltea                                                           , Amalthea                                                       , Amaltea         ,   9,      92, 92B  ,         1, 92B1       , 92B112                        , 92      , 9_3    , Myth           ,          ,          
Giove_e_Asopo                                                     , Jupiter_and_Asopus                                             , JupAso          ,   9,      92, 92B  ,         1, 92B1       , 92B1211                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Alcmena                                                   , Jupiter_and_Alcmene                                            , JupAlc          ,   9,      92, 92B  ,         1, 92B1       , 92B1212                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Antiope                                                   , Jupiter_and_Antiope                                            , JupAnt          ,   9,      92, 92B  ,         1, 92B1       , 92B1213                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Asteria                                                   , Jupiter_and_Asteria                                            , JupAst          ,   9,      92, 92B  ,         1, 92B1       , 92B1214                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Callisto                                                  , Jupiter_and_Callisto                                           , JupCal          ,   9,      92, 92B  ,         1, 92B1       , 92B1215                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Cerere                                                    , Jupiter_and_Ceres                                              , JupCer          ,   9,      92, 92B  ,         1, 92B1       , 92B1216                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Danae                                                     , Jupiter_and_Danae                                              , JupDan          ,   9,      92, 92B  ,         1, 92B1       , 92B1217                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Europa                                                    , Jupiter_and_Europa                                             , Europa          ,   9,      82, 92B  ,         1, 92B1       , 92B1218                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Io                                                        , Jupiter_and_Io                                                 , JupIo           ,   9,      82, 92B  ,         1, 92B1       , 92B1219                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Giunone_come_amanti                                       , Jupiter_and_Juno_as_lovers                                     , JupJun          ,   9,      92, 92B  ,         1, 92B1       , 92B1221                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Leda                                                      , Jupiter_and_Leda                                               , JupLed          ,   9,      92, 92B  ,         1, 92B1       , 92B1222                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Maia                                                      , Jupiter_and_Maia                                               , JupMa           ,   9,      92, 92B  ,         1, 92B1       , 92B1223                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Mnemosyne                                                 , Jupiter_and_Mnemosyne                                          , JupMne          ,   9,      92, 92B  ,         1, 92B1       , 92B1224                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Persefone                                                 , Jupiter_and_Proserpina                                         , JupPro          ,   9,      92, 92B  ,         1, 92B1       , 92B1225                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Semele                                                    , Jupiter_and_Semele                                             , JupSem          ,   9,      92, 92B  ,         1, 92B1       , 92B1226                       , 92      , 9_3    , Myth           ,          ,          
Giove_e_Ganimede                                                  , Jupiter_and_Ganymede                                           , JupGan          ,   9,      92, 92BB ,         1, 92BB1      , 92BB121                       , 92      , 9_3    , Myth           ,          ,          
storia_di_Vulcano_Efesto                                          , Story_of_Vulcan_Hephaestus                                     , Vulcan          ,   9,      92, 92B  ,         2, 92B2       , 92B2                          , 92      , 9_3    , Myth           , 901000947, 901001936
storia_di_Apollo_Febo                                             , Story_of_Apollo_Phoebus                                        , Apollo          ,   9,      92, 92B  ,         3, 92B3       , 92B3                          , 92      , 9_3    , Myth           , 901000109,          
Apollo_e_Cassandra                                                , Apollo_and_Cassandra                                           , ApoCas          ,   9,      92, 92B  ,         3, 92B3       , 92B321                        , 92      , 9_3    , Myth           ,          ,          
Apollo_e_Chione                                                   , Apollo_and_Chione                                              , ApoChi          ,   9,      92, 92B  ,         3, 92B3       , 92B322                        , 92      , 9_3    , Myth           ,          ,          
Apollo_e_Clymene                                                  , Apollo_and_Clymene                                             , ApoCly          ,   9,      92, 92B  ,         3, 92B3       , 92B323                        , 92      , 9_3    , Myth           ,          ,          
Apollo_e_Coronis                                                  , Apollo_and_Coronis                                             , ApoCor          ,   9,      92, 92B  ,         3, 92B3       , 92B324                        , 92      , 9_3    , Myth           ,          ,          
Apollo_e_Dafne                                                    , Apollo_and_Daphne                                              , ApoDaf          ,   9,      92, 92B  ,         3, 92B3       , 92B325                        , 92      , 9_3    , Myth           ,          ,          
Apollo_e_Isse                                                     , Apollo_and_Isse                                                , ApoIs           ,   9,      92, 92B  ,         3, 92B3       , 92B326                        , 92      , 9_3    , Myth           ,          ,          
Apollo_e_Leucothea                                                , Apollo_and_Leucothea                                           , ApoLeu          ,   9,      92, 92B  ,         3, 92B3       , 92B327                        , 92      , 9_3    , Myth           ,          ,          
Apollo_e_Ciparisso                                                , Apollo_and_Cyparissus                                          , ApoCyp          ,   9,      92, 92B  ,         3, 92B3       , 92BB321                       , 92      , 9_3    , Myth           ,          ,          
Apollo_e_Giacinto                                                 , Apollo_and_Hyacinthus                                          , ApoHya          ,   9,      92, 92B  ,         3, 92B3       , 92BB322                       , 92      , 9_3    , Myth           ,          ,          
Apollo_e_Marsia                                                   , Apollo_and_Marsyas                                             , ApoMar          ,   9,      92, 92B  ,         3, 92B3       , 92B3412                       , 92      , 9_3    , Myth           ,          ,          
Apollo_come_Elio                                                  , Apollo_like_Helius                                             , Helios          ,   9,      92, 92B  ,         3, 92B3       , 92B371                        , 92      , 9_3    , Myth           ,          ,          
Fetonte                                                           , Phaethon                                                       , Phaeton         ,   9,      92, 92B  ,         3, 92B3       , 92B391                        , 92      , 9_3    , Myth           , 901001408,          
storia_di_Marte_Ares                                              , Story_of_Mars_Ares                                             , Mars            ,   9,      92, 92B  ,         4, 92B4       , 92B4                          , 92      , 9_3    , Myth           , 901001031, 901001848
Marte_e_Rea_Silvia                                                , Mars_and_Rhea_Silvia                                           , MarRea          ,   9,      92, 92B  ,         4, 92B4       , 92B422                        , 92      , 9_3    , Myth           ,          ,          
Marte_e_Venere_come_amanti                                        , Mars_and_Venus_as_lovers                                       , VenMar          ,   9,      92, 92B  ,         4, 92B4       , 92B423                        , 92      , 9_3    , Myth           ,          ,          
storia_di_Mercurio_Ermes                                          , Story_of_Mercury_Hermes                                        , Hermes          ,   9,      92, 92B  ,         5, 92B5       , 92B5                          , 92      , 9_3    , Myth           , 901000721, 901001345
storia_di_Giunone_Era                                             , Story_of_Juno_Hera                                             , Juno            ,   9,      92, 92C  ,         1, 92C1       , 92C1                          , 92      , 9_3    , Myth           , 901001346, 901001934
storia_di_Minerva_Pallade_Atena                                   , Story_of_Minerva_Athena                                        , Athena          ,   9,      92, 92C  ,         2, 92C2       , 92C2                          , 92      , 9_3    , Myth           , 901000069, 901001041
storia_di_Diana_Artemide                                          , Story_of_Diana_Artemis                                         , Diana           ,   9,      92, 92C  ,         3, 92C3       , 92C3                          , 92      , 9_3    , Myth           , 901000118, 901000323
Diana_e_Endimione                                                 , Diana_and_Endymion                                             , DiaEnd          ,   9,      92, 92C  ,         3, 92C3       , 92C321                        , 92      , 9_3    , Myth           ,          ,          
Diana_come_Selene                                                 , Diana_like_Selene                                              , Selene          ,   9,      92, 92C  ,         3, 92C3       , 92C371                        , 92      , 9_3    , Myth           ,          ,          
storia_di_Venere_Afrodite                                         , Story_of_Venus_Aphrodite                                       , Venus(sto)      ,   9,      92, 92C  ,         4, 92C4       , 92C4                          , 92      , 9_3    , Myth           , 901001064, 901000612
Venere_e_Adone                                                    , Venus_and_Adonis                                               , VenAdo          ,   9,      92, 92C  ,         4, 92C4       , 92C421                        , 92      , 9_3    , Myth           ,          ,          
Venere_e_Cupido                                                   , Venus_and_Cupid                                                , VenCup          ,   9,      92, 92C  ,         4, 92C4       , 92C454                        , 92      , 9_3    , Myth           ,          ,          
storia_di_Vesta                                                   , Story_of_Vesta_Hestia                                          , Hestia          ,   9,      92, 92C  ,         5, 92C5       , 92C5                          , 92      , 9_3    , Myth           ,          ,          
storia_di_Cupido_Amore_Eros                                       , Story_of_Cupid_Eros                                            , Cupid           ,   9,      92, 92D  ,         1, 92D1       , 92D1                          , 92      , 9_3    , Myth           , 901001071,          
Cupido_e_Psiche_come_amanti                                       , Cupid_and_Psyche_as_lovers                                     , CupPsi          ,   9,      92, 92D  ,         1, 92D1       , 92D121                        , 92      , 9_3    , Myth           ,          ,          
Psiche                                                            , Psyche                                                         , Psyche          ,   9,      92, 92D  ,         1, 92D1       , 92D192                        , 92      , 9_3    , Myth           ,          ,          
Grazie_Cariti_generalmente_in_numero_di_tre_Gratie_Ripa           , Three_Graces                                                   , ThreeGrace      ,   9,      92, 92D  ,         3, 92D3       , 92D3                          , 92      , 9_3    , Myth           ,          ,          
storia_delle_Muse_Muse_Ripa                                       , Story_of_the_Muses_Muse_Ripa                                   , Muse            ,   9,      92, 92D  ,         4, 92D4       , 92D4                          , 92      , 9_3    , Myth           , 901001559,          
Clio_una_delle_Muse_Clio_Ripa                                     , Clio_one_of_the_Muses_Clio_Ripa                                , Muse(Clio)      ,   9,      92, 92D  ,         4, 92D4       , 92D421                        , 92      , 9_3    , Myth           , 901000684,          
Euterpe_una_delle_Muse_Euterpe_Ripa                               , Euterpe_one_of_the_Muses_Euterpe_Ripa                          , Muse(Eut)       ,   9,      92, 92D  ,         4, 92D4       , 92D422                        , 92      , 9_3    , Myth           , 901000668,          
Talia_una_delle_Muse_Talia_Ripa                                   , Thalia_one_of_the_Muses_Thalia_Ripa                            , Muse(Tal)       ,   9,      92, 92D  ,         4, 92D4       , 92D423                        , 92      , 9_3    , Myth           , 901001561,          
Melpomene_una_delle_Muse_Melpomene_Ripa                           , Melpomene_one_of_the_Muses_Melpomene_Ripa                      , Muse(Mel)       ,   9,      92, 92D  ,         4, 92D4       , 92D424                        , 92      , 9_3    , Myth           , 901001562,          
Tersicore_una_delle_Muse_Tersicore_Ripa                           , Terpsichore_one_of_the_Muses_Terpsichore_Ripa                  , Muse(Ter)       ,   9,      92, 92D  ,         4, 92D4       , 92D425                        , 92      , 9_3    , Myth           , 901000680,          
Erato_una_delle_Muse_Erato_Ripa                                   , Erato_one_of_the_Muses_Erato_Ripa                              , Muse(Era)       ,   9,      92, 92D  ,         4, 92D4       , 92D426                        , 92      , 9_3    , Myth           , 901001083,          
Polimnia_una_delle_Muse_Polimnia_Ripa                             , Polyhymnia_one_of_the_Muses_Polyhymnia_Ripa                    , Muse(Pol)       ,   9,      92, 92D  ,         4, 92D4       , 92D427                        , 92      , 9_3    , Myth           , 901000699,          
Urania_una_delle_Muse_Urania_Ripa                                 , Urania_one_of_the_Muses_Urania_Ripa                            , Muse(Ura)       ,   9,      92, 92D  ,         4, 92D4       , 92D428                        , 92      , 9_3    , Myth           , 901001564,          
Calliope_una_delle_Muse_Calliope_Ripa                             , Calliope_one_of_the_Muses_Calliope_Ripa                        , Muse(Cal)       ,   9,      92, 92D  ,         4, 92D4       , 92D429                        , 92      , 9_3    , Myth           , 901001563,          
storia_di_Nike                                                    , Story_of_Nike                                                  , Nike            ,   9,      92, 92D  ,         5, 92D5       , 92D5                          , 92      , 9_3    , Myth           , 901000070,          
Iride                                                             , Iris                                                           , Iris            ,   9,      92, 92D  ,         6, 92D6       , 92D6                          , 92      , 9_3    , Myth           , 901000665,          
storia_di_Ebe_Juventas                                            , Story_of_Hebe                                                  , Hebe            ,   9,      92, 92D  ,         7, 92D7       , 92D7                          , 92      , 9_3    , Myth           ,          ,          
storia_di_Ganimede                                                , Story_of_Ganymede                                              , Ganimede        ,   9,      92, 92D  ,         8, 92D8       , 92D8                          , 92      , 9_3    , Myth           ,          ,          
storia_di_Aurora_Eos                                              , story_of_Aurora_Eos                                            , Eos             ,   9,      92, 92E  ,         1, 92E1       , 92E1                          , 92      , 9_3    , Myth           , 901001838,          
Storia_di_Eolo                                                    , Story_of_Aeolus                                                , Eolo            ,   9,      92, 92E  ,         5, 92E5       , 92E55                         , 92      , 9_3    , Myth           ,          ,          
Parche_Moire                                                      , Fates_Parcae_Moirae                                            , Moirae          ,   9,      92, 92G  ,         1, 92G1       , 92G1                          , 92      , 9_3    , Myth           ,          ,          
Cloto                                                             , Clotho                                                         , Clotho          ,   9,      92, 92G  ,         1, 92G1       , 92G11                         , 92      , 9_3    , Myth           , 901002186,          
Lachesi                                                           , Lachesis                                                       , Lachesis        ,   9,      92, 92G  ,         1, 92G1       , 92G12                         , 92      , 9_3    , Myth           , 901002187,          
Atropo                                                            , Atropos                                                        , Atropos         ,   9,      92, 92G  ,         1, 92G1       , 92G13                         , 92      , 9_3    , Myth           , 901002183,          
Nemesi_Adrastea                                                   , Nemesis                                                        , Nemesis         ,   9,      92, 92G  ,         2, 92G2       , 92G2                          , 92      , 9_3    , Myth           , 901002372,          
Tiche                                                             , Tyche                                                          , Tyche           ,   9,      92, 92G  ,         3, 92G3       , 92G3                          , 92      , 9_3    , Myth           , 901002378,          
storia_di_Momo                                                    , story_of_Momus                                                 , Momus           ,   9,      92, 92G  ,         4, 92G4       , 92G4                          , 92      , 9_3    , Myth           ,          ,          
Eris_Eride_Discordia                                              , Eris_Discordia                                                 , Eris            ,   9,      92, 92G  ,         5, 92G5       , 92G5                          , 92      , 9_3    , Myth           , 901001587,          
Ate                                                               , Ate                                                            , Ate             ,   9,      92, 92G  ,         6, 92G6       , 92G6                          , 92      , 9_3    , Myth           ,          ,          
storia_di_Nettuno_Poseidone                                       , Story_of_Neptune_Poseidon                                      , Neptune         ,   9,      92, 92H  ,         1, 92H1       , 92H1                          , 92      , 9_3    , Myth           ,          ,          
Nettuno_e_Amfitrite                                               , Neptune_and_Amphitrite                                         , NetAmp          ,   9,      92, 92H  ,         1, 92H1       , 92H1211                       , 92      , 9_3    , Myth           ,          ,          
Nettuno_e_Amimone                                                 , Neptune_and_Anymone                                            , Amymone         ,   9,      92, 92H  ,         1, 92H1       , 92H1212                       , 92      , 9_3    , Myth           ,          ,          
storia_di_Anfitrite                                               , story_of_Amphitrite                                            , Amphitrite      ,   9,      92, 92H  ,         2, 92H2       , 92H2                          , 92      , 9_3    , Myth           ,          ,          
storia_di_Tritone                                                 , story_of_Triton                                                , Triton          ,   9,      92, 92H  ,         3, 92H3       , 92H3                          , 92      , 9_3    , Myth           ,          ,          
Nereo                                                             , Nereus                                                         , Nereus          ,   9,      92, 92I  ,         1, 92I1       , 92I1                          , 92      , 9_3    , Myth           ,          ,          
Nereidi_figlie_di_Nereo_ninfe_marine                              , Nereids                                                        , Nereid          ,   9,      92, 92I  ,         2, 92I2       , 92I2                          , 92      , 9_3    , Myth           ,          ,          
Storia_di_Teti_Theti_ninfa_del_mare                               , Story_of_Teti_Theti_sea_nymph                                  , Theti           ,   9,      92, 92I  ,         2, 92I2       , 92I21                         , 92      , 9_3    , Myth           ,          ,          
Storia_di_Galatea                                                 , Story_of_Galatea                                               , Galatea         ,   9,      92, 92I  ,         2, 92I2       , 92I22                         , 92      , 9_3    , Myth           ,          ,          
Euribia                                                           , Eurybia                                                        , Eurybia         ,   9,      92, 92I  ,         3, 92I3       , 92I3                          , 92      , 9_3    , Myth           ,          ,          
Taumante                                                          , Thaumas                                                        , Thaumas         ,   9,      92, 92I  ,         4, 92I4       , 92I4                          , 92      , 9_3    , Myth           ,          ,          
Forco                                                             , Phorcys                                                        , Phorcys         ,   9,      92, 92I  ,         5, 92I5       , 92I5                          , 92      , 9_3    , Myth           ,          ,          
Ceto                                                              , Ceto                                                           , Ceto            ,   9,      92, 92I  ,         6, 92I6       , 92I6                          , 92      , 9_3    , Myth           ,          ,          
mostri_marini                                                     , Monsters_of_the_Sea                                            , SMonster        ,   9,      92, 92I  ,         7, 92I7       , 92I7                          , 92      , 9_3    , Myth           ,          ,          
Gorgoni                                                           , Gorgons                                                        , Gorgon          ,   9,      92, 92I  ,         7, 92I7       , 92I71                         , 92      , 9_3    , Myth           ,          ,          
Medusa                                                            , Medusa                                                         , Medusa          ,   9,      92, 92I  ,         7, 92I7       , 92I711                        , 92      , 9_3    , Myth           , 901000543,          
Steno                                                             , Stheno                                                         , Stheno          ,   9,      92, 92I  ,         7, 92I7       , 92I712                        , 92      , 9_3    , Myth           ,          ,          
Euriale                                                           , Euryale                                                        , Euryale         ,   9,      92, 92I  ,         7, 92I7       , 92I713                        , 92      , 9_3    , Myth           ,          ,          
Sirene_greche                                                     , Sirens_Greek                                                   , GSiren          ,   9,      92, 92I  ,         7, 92I7       , 92I73                         , 92      , 9_3    , Myth           ,          ,          
Echidna                                                           , Echidna                                                        , Echidna         ,   9,      92, 92I  ,         7, 92I7       , 92I74                         , 92      , 9_3    , Myth           ,          ,          
Scilla_e_Cariddi                                                  , Scylla_and_Charybdis                                           , ScyChar         ,   9,      92, 92I  ,         7, 92I7       , 92I75                         , 92      , 9_3    , Myth           ,          ,          
Arpie                                                             , Harpies                                                        , Harpy           ,   9,      92, 92I  ,         7, 92I7       , 92I76                         , 92      , 9_3    , Myth           ,          ,          
Oceanine                                                          , Oceanids                                                       , Oceanid         ,   9,      92, 92K  ,         2, 92K2       , 92K2                          , 92      , 9_3    , Myth           ,          ,          
Dione_madre_di_Venere                                             , Dione_mother_of_Venus                                          , Dione           ,   9,      92, 92K  ,         2, 92K2       , 92K22                         , 92      , 9_3    , Myth           ,          ,          
Meti_madre_di_Minerva                                             , Metis_mother_of_Minerva                                        , Metis           ,   9,      92, 92K  ,         2, 92K2       , 92K25                         , 92      , 9_3    , Myth           ,          ,          
Perseide                                                          , Perseis                                                        , Perseis         ,   9,      92, 92K  ,         2, 92K2       , 92K26                         , 92      , 9_3    , Myth           ,          ,          
storia_di_Bacco_Dioniso_Libero                                    , Story_of_Bacchus_Dionysus_Liber                                , Bacchus         ,   9,      92, 92L  ,         1, 92L1       , 92L1                          , 92      , 9_3    , Myth           , 901001409, 901001029
Storia_di_Bacco_e_Arianna                                         , Story_of_Bacchus_and_Ariadne                                   , BacAri          ,   9,      92, 92L  ,         1, 92L1       , 92L121                        , 92      , 9_3    , Myth           , 901000282,          
Satiri_in_generale                                                , Satyr_in_general                                               , Satyr           ,   9,      92, 92L  ,         4, 92L4       , 92L41                         , 92      , 9_3    , Myth           ,          ,          
Satiri_in_generale                                                , Satyr_in_general                                               , Faun            ,   9,      92, 92L  ,         4, 92L4       , 92L41                         , 92      , 9_3    , Myth           ,          ,          
Storia_di_Sileno                                                  , Story_of_Silenus                                               , Sileno          ,   9,      92, 92L  ,         4, 92L4       , 92L421                        , 92      , 9_3    , Myth           ,          ,          
Storia_di_Marsia                                                  , Story_of_Marsyas                                               , Marsyas         ,   9,      92, 92L  ,         4, 92L4       , 92L422                        , 92      , 9_3    , Myth           , 901000196,          
storia_di_Pan                                                     , story_of_Pan                                                   , Pan             ,   9,      92, 92L  ,         5, 92L5       , 92L5                          , 92      , 9_3    , Myth           , 901001072,          
storia_di_Priapo                                                  , story_of_Priapus                                               , Priapus         ,   9,      92, 92L  ,         6, 92L6       , 92L6                          , 92      , 9_3    , Myth           , 901000724,          
centauri                                                          , Centaurs                                                       , Centaur         ,   9,      92, 92L  ,         7, 92L7       , 92L7                          , 92      , 9_3    , Myth           , 901002114,          
storia_di_Cerere_Demetra                                          , Story_of_Ceres_Demeter                                         , Ceres           ,   9,      92, 92M  ,         1, 92M1       , 92M1                          , 92      , 9_3    , Myth           , 901000735, 901000683
storia_di_Proserpina_Persefone_Core_Libera                        , Story_of_Proserpina_Persephone                                 , Persephone      ,   9,      92, 92M  ,         2, 92M2       , 92M2                          , 92      , 9_3    , Myth           , 901001949, 901001948
storia_di_Plutone_Ade_Dis_Pater_Orco                              , Story_of_Pluto_Hades                                           , Pluto           ,   9,      92, 92N  ,         1, 92N1       , 92N1                          , 92      , 9_3    , Myth           , 901001954, 901001953
storia_di_Ecate_dea_delle_streghe_e_dei_maghi                     , Story_of_Hecate                                                , Hecate          ,   9,      92, 92N  ,         2, 92N2       , 92N2                          , 92      , 9_3    , Myth           ,          ,          
Furie_Erinni_Eumenidi_Furie_Ripa                                  , Furies_Dirae_Erinyes_Eumenides_Furie_Ripa                      , Furies          ,   9,      92, 92N  ,         3, 92N3       , 92N3                          , 92      , 9_3    , Myth           , 901000235,          
Chere                                                             , Keres                                                          , Keres           ,   9,      92, 92N  ,         4, 92N4       , 92N4                          , 92      , 9_3    , Myth           ,          ,          
storia_di_Ypnos_Ipno_Sonno_e_Thanatos_Tanato_Morte                , story_of_Hypnos_Sleep_and_Thanatos_Death                       , HypTha          ,   9,      92, 92N  ,         5, 92N5       , 92N5                          , 92      , 9_3    , Myth           ,          ,          
divinità_del_sogno_Oneiroi                                        , gods_of_dream_Oneiroi_Morpheus                                 , Morpheus        ,   9,      92, 92N  ,         6, 92N6       , 92N6                          , 92      , 9_3    , Myth           ,          ,          
Olimpo                                                            , Olympus                                                        , Olympus         ,   9,      93, 93B  ,          , 93B        , 93B                           , 93      , 9_3    , Myth           ,          ,          
Parnaso_sacro_ad_Apollo_Musagete                                  , Parnassus_sacred_to_Apollo_Musagates                           , Parnasus        ,   9,      93, 93C  ,          , 93C        , 93C                           , 93      , 9_3    , Myth           ,          ,          
Pegaso_il_cavallo_alato                                           , Pegaus_the_winged_horse                                        , Pegasus         ,   9,      93, 93D  ,         1, 93D1       , 93D1                          , 93      , 9_3    , Myth           ,          ,          
Ade_gli_inferi                                                    , Hades_the_Underworld                                           , Hades           ,   9,      93, 93E  ,          , 93E        , 93E                           , 93      , 9_3    , Myth           ,          ,          
Caronte_il_traghettatore                                          , Charon_the_ferryman                                            , Charon          ,   9,      93, 93E  ,         3, 93E3       , 93E3                          , 93      , 9_3    , Myth           ,          ,          
Cerbero_il_cane_con_tre_o_più_teste_Cerbero_Ripa                  , Cerberus_Cerbero_Ripa                                          , Cerberus        ,   9,      93, 93E  ,         4, 93E4       , 93E4                          , 93      , 9_3    , Myth           ,          ,          
Eliso_Campi_Elisi_Isole_dei_Beati                                 , Elysium_Elysian_Fields                                         , Elysium         ,   9,      93, 93E  ,         7, 93E7       , 93E7                          , 93      , 9_3    , Myth           ,          ,          
Tartaro_e_i_dannati_assegnati_a_quel_luogo                        , Tartarus                                                       , Tartarus        ,   9,      93, 93E  ,         8, 93E8       , 93E8                          , 93      , 9_3    , Myth           ,          ,          
Tantalo_soffre_eterna_fame_e_sete                                 , Tantalus_suffering_eternal_hunger_and_thirst                   , Tantalus        ,   9,      93, 93E  ,         8, 93E8       , 93E81                         , 93      , 9_3    , Myth           , 901002376,          
Un_aquila_dilania_viscere_di_Tito                                 , Tityus_and_an_eagle_tearing_at_his_liver                       , Tizio           ,   9,      93, 93E  ,         8, 93E8       , 93E84                         , 93      , 9_3    , Myth           ,          ,          
Giasone_figlio_di_Esone_a_Iolco                                   , Jason_son_of_Aeson_in_Iolcus                                   , Jason(sto)      ,   9,      94, 94A  ,         1, 94A1       , 94A1                          , 94      , 9_3    , Myth           ,          ,          
La_guerra_di_Troia                                                , The_Trojan_war                                                 , TrojanW         ,   9,      94, 94C  ,          , 94C        , 94C                           , 94      , 9_3    , Myth           , 901000351,          
Storia_di_Ercole_Eracle                                           , Story_of_Hercules_Heracles                                     , Hercules(sto)   ,   9,      94, 94L  ,          , 94L        , 94L                           , 94      , 9_3    , Myth           , 901000042, 901001803
Storia_di_Teseo                                                   , Story_of_Theseus                                               , Theseus(sto)    ,   9,      94, 94M  ,          , 94M        , 94M                           , 94      , 9_3    , Myth           , 901001063,          
Storia_di_Meleagro                                                , Story_of_Meleager                                              , Meleagro(sto)   ,   9,      94, 94N  ,          , 94N        , 94N                           , 94      , 9_3    , Myth           , 901000825,          
La_caccia_di_Calidone                                             , The_Calydonian_hunt                                            , CalHunt         ,   9,      94, 94N  ,         3, 94N3       , 94N32                         , 94      , 9_3    , Myth           , 901000812,          
Storia_di_Orfeo                                                   , Story_of_Orpheus                                               , Orpheus(sto)    ,   9,      94, 94O  ,          , 94O        , 94O                           , 94      , 9_3    , Myth           , 901000392,          
Storia_di_Perseo                                                  , Story_of_Perseus                                               , Perseus(sto)    ,   9,      94, 94P  ,          , 94P        , 94P                           , 94      , 9_3    , Myth           , 901000628,          
